"시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명","해제사유발생일","거래유형","중개사소재지"
"광주광역시 남구 진월동","388","0388","0000","호반","32.16","202202","14","5,300","9","1999","서문대로663번안길 2","","중개거래","광주 남구"
"광주광역시 남구 진월동","388","0388","0000","호반","32.16","202202","17","5,000","2","1999","금당로2길 4-13","","중개거래","광주 남구"
"광주광역시 남구 진월동","388","0388","0000","호반","32.16","202202","19","5,500","5","1999","서문대로663번안길 2","","중개거래","광주 남구"
"광주광역시 남구 진월동","388","0388","0000","호반","32.16","202202","22","5,400","10","1999","서문대로663번안길 2","","중개거래","광주 남구"
"광주광역시 남구 진월동","388","0388","0000","호반","32.16","202202","22","5,800","1","1999","금당로2길 4-13","","중개거래","광주 남구"
"광주광역시 남구 진월동","388","0388","0000","호반","32.16","202202","25","5,200","4","1999","금당로2길 4-13","","중개거래","광주 남구"
"광주광역시 남구 진월동","388","0388","0000","호반","32.16","202203","5","6,050","3","1999","금당로2길 4-13","","중개거래","광주 남구"
"광주광역시 남구 진월동","388","0388","0000","호반","32.16","202203","15","6,300","10","1999","금당로2길 4-13","","중개거래","광주 남구"
"광주광역시 남구 진월동","388","0388","0000","호반","32.16","202203","16","6,000","9","1999","서문대로663번안길 2","","중개거래","광주 남구, 전남 나주시"
"광주광역시 남구 진월동","388","0388","0000","호반","32.16","202203","25","6,000","6","1999","금당로2길 4-13","","직거래","-"
"광주광역시 남구 진월동","388","0388","0000","호반","32.16","202204","25","6,300","7","1999","금당로2길 4-13","","중개거래","광주 남구"
"광주광역시 남구 진월동","388","0388","0000","호반","32.16","202205","23","5,500","11","1999","금당로2길 4-13","","직거래","-"
"광주광역시 남구 진월동","388","0388","0000","호반","32.16","202205","31","6,000","11","1999","서문대로663번안길 2","","중개거래","광주 남구"
"광주광역시 남구 진월동","388","0388","0000","호반","32.16","202206","3","6,000","7","1999","서문대로663번안길 2","","중개거래","광주 광산구"
"광주광역시 남구 진월동","388","0388","0000","호반","32.16","202206","10","6,300","10","1999","서문대로663번안길 2","","중개거래","광주 남구"
"광주광역시 남구 진월동","388","0388","0000","호반","32.16","202206","15","5,100","7","1999","금당로2길 4-13","","중개거래","광주 광산구, 광주 남구"
"광주광역시 남구 진월동","388","0388","0000","호반","32.16","202207","8","6,000","10","1999","금당로2길 4-13","","중개거래","광주 남구, 광주 서구"
"광주광역시 남구 진월동","388","0388","0000","호반","32.16","202207","14","6,000","4","1999","금당로2길 4-13","","직거래","-"
"광주광역시 남구 진월동","388","0388","0000","호반","32.16","202207","22","5,180","1","1999","금당로2길 4-13","","직거래","-"
"광주광역시 남구 진월동","388","0388","0000","호반","32.16","202207","30","5,800","13","1999","금당로2길 4-13","","중개거래","광주 남구"
"광주광역시 남구 진월동","388","0388","0000","호반","32.16","202207","30","5,800","9","1999","금당로2길 4-13","","중개거래","광주 남구"
"광주광역시 남구 진월동","388","0388","0000","호반","32.16","202208","13","5,500","3","1999","금당로2길 4-13","","중개거래","광주 남구"
"광주광역시 남구 진월동","388","0388","0000","호반","32.16","202208","17","5,300","8","1999","금당로2길 4-13","","중개거래","광주 남구"
"광주광역시 남구 진월동","388","0388","0000","호반","32.16","202208","20","6,200","7","1999","금당로2길 4-13","","중개거래","광주 남구"
"광주광역시 남구 진월동","388","0388","0000","호반","32.16","202208","23","5,200","1","1999","서문대로663번안길 2","","중개거래","광주 남구"
"광주광역시 남구 진월동","388","0388","0000","호반","32.16","202209","16","5,900","7","1999","금당로2길 4-13","","중개거래","광주 남구"
"광주광역시 남구 진월동","388","0388","0000","호반","32.16","202209","23","5,900","9","1999","금당로2길 4-13","","중개거래","광주 남구"
"광주광역시 남구 진월동","388","0388","0000","호반","32.16","202209","29","5,600","9","1999","서문대로663번안길 2","","중개거래","광주 광산구"
"광주광역시 남구 진월동","388","0388","0000","호반","32.16","202210","6","5,300","5","1999","서문대로663번안길 2","","중개거래","광주 남구"
"광주광역시 남구 진월동","388","0388","0000","호반","32.16","202211","7","6,400","10","1999","서문대로663번안길 2","","중개거래","광주 남구, 광주 동구"
"광주광역시 남구 행암동","546","0546","0000","브라운스톤효천","74.95","202201","21","26,300","2","2017","효우2로 89","","중개거래","광주 남구"
"광주광역시 남구 행암동","546","0546","0000","브라운스톤효천","84.95","202201","27","46,000","7","2017","효우2로 89","","중개거래","광주 남구"
"광주광역시 남구 행암동","546","0546","0000","브라운스톤효천","74.95","202202","11","37,000","12","2017","효우2로 89","","중개거래","광주 남구"
"광주광역시 남구 행암동","546","0546","0000","브라운스톤효천","84.94","202205","24","43,250","8","2017","효우2로 89","","중개거래","광주 남구, 광주 북구"
"광주광역시 남구 행암동","546","0546","0000","브라운스톤효천","74.95","202205","28","36,200","12","2017","효우2로 89","","중개거래","광주 남구"
"광주광역시 남구 행암동","546","0546","0000","브라운스톤효천","74.95","202206","25","35,500","11","2017","효우2로 89","","중개거래","광주 남구"
"광주광역시 남구 행암동","546","0546","0000","브라운스톤효천","74.95","202207","3","35,500","12","2017","효우2로 89","","중개거래","광주 남구"
"광주광역시 남구 행암동","546","0546","0000","브라운스톤효천","84.94","202207","9","38,500","4","2017","효우2로 89","","중개거래","광주 남구"
"광주광역시 남구 행암동","546","0546","0000","브라운스톤효천","84.94","202209","18","36,750","2","2017","효우2로 89","","중개거래","광주 남구"
"광주광역시 남구 행암동","546","0546","0000","브라운스톤효천","74.95","202211","7","32,500","12","2017","효우2로 89","","중개거래","광주 남구"
"광주광역시 남구 행암동","526","0526","0000","제일풍경채에듀파크1단지","84.3565","202201","11","47,400","3","2015","효우로 332-10","","중개거래","광주 남구"
"광주광역시 남구 행암동","526","0526","0000","제일풍경채에듀파크1단지","84.3565","202204","2","48,400","4","2015","효우로 332-10","","중개거래","광주 남구"
"광주광역시 남구 행암동","526","0526","0000","제일풍경채에듀파크1단지","84.3565","202204","26","50,000","8","2015","효우로 332-10","","중개거래","광주 남구"
"광주광역시 남구 행암동","526","0526","0000","제일풍경채에듀파크1단지","72.6232","202204","29","42,750","17","2015","효우로 332-10","","중개거래","광주 남구"
"광주광역시 남구 행암동","526","0526","0000","제일풍경채에듀파크1단지","84.3565","202206","15","47,800","5","2015","효우로 332-10","","중개거래","광주 남구"
"광주광역시 남구 행암동","562","0562","0000","제일풍경채에듀파크2단지","84.9184","202201","14","54,200","9","2015","효우2로 46","","중개거래","광주 남구"
"광주광역시 남구 행암동","562","0562","0000","제일풍경채에듀파크2단지","72.6232","202201","29","52,500","20","2015","효우2로 46","","중개거래","광주 서구"
"광주광역시 남구 행암동","562","0562","0000","제일풍경채에듀파크2단지","84.9184","202202","18","51,000","1","2015","효우2로 46","","중개거래","광주 남구"
"광주광역시 남구 행암동","562","0562","0000","제일풍경채에듀파크2단지","84.9184","202203","26","52,300","6","2015","효우2로 46","","중개거래","광주 남구"
"광주광역시 남구 행암동","562","0562","0000","제일풍경채에듀파크2단지","84.9184","202205","4","55,000","8","2015","효우2로 46","","중개거래","광주 남구"
"광주광역시 남구 행암동","562","0562","0000","제일풍경채에듀파크2단지","84.9184","202206","17","50,000","14","2015","효우2로 46","","직거래","-"
"광주광역시 남구 행암동","562","0562","0000","제일풍경채에듀파크2단지","84.9184","202210","17","47,000","13","2015","효우2로 46","","중개거래","광주 남구"
"광주광역시 남구 행암동","562","0562","0000","제일풍경채에듀파크2단지","84.9184","202212","21","43,000","9","2015","효우2로 46","","직거래","-"
"광주광역시 남구 행암동","530","0530","0000","효천2지구중흥S-클래스","113.1205","202201","22","80,500","16","2015","효우로 332-11","","중개거래","광주 남구"
"광주광역시 남구 행암동","530","0530","0000","효천2지구중흥S-클래스","84.9355","202201","28","53,000","11","2015","효우로 332-11","","중개거래","광주 남구"
"광주광역시 남구 행암동","530","0530","0000","효천2지구중흥S-클래스","113.1205","202202","19","74,500","15","2015","효우로 332-11","","중개거래","광주 남구"
"광주광역시 남구 행암동","530","0530","0000","효천2지구중흥S-클래스","113.1205","202204","2","72,500","15","2015","효우로 332-11","","중개거래","광주 남구"
"광주광역시 남구 행암동","530","0530","0000","효천2지구중흥S-클래스","84.9933","202204","8","49,200","6","2015","효우로 332-11","","중개거래","광주 남구"
"광주광역시 남구 행암동","530","0530","0000","효천2지구중흥S-클래스","84.9933","202207","5","53,000","9","2015","효우로 332-11","","직거래","-"
"광주광역시 남구 행암동","530","0530","0000","효천2지구중흥S-클래스","84.9355","202207","7","48,000","13","2015","효우로 332-11","","중개거래","광주 남구"
"광주광역시 남구 행암동","530","0530","0000","효천2지구중흥S-클래스","113.1205","202209","30","60,000","15","2015","효우로 332-11","","중개거래","광주 남구"
"광주광역시 남구 행암동","530","0530","0000","효천2지구중흥S-클래스","113.1205","202210","23","58,700","16","2015","효우로 332-11","","중개거래","광주 동구"
"광주광역시 남구 행암동","530","0530","0000","효천2지구중흥S-클래스","113.1205","202210","23","76,000","18","2015","효우로 332-11","","중개거래","광주 남구"
"광주광역시 남구 행암동","530","0530","0000","효천2지구중흥S-클래스","113.1205","202211","13","50,000","7","2015","효우로 332-11","","중개거래","광주 남구"
"광주광역시 남구 행암동","530","0530","0000","효천2지구중흥S-클래스","84.9933","202212","16","38,000","12","2015","효우로 332-11","","중개거래","광주 남구"
"광주광역시 남구 행암동","530","0530","0000","효천2지구중흥S-클래스","113.1205","202212","23","55,000","2","2015","효우로 332-11","","중개거래","광주 남구"
"광주광역시 남구 행암동","530","0530","0000","효천2지구중흥S-클래스","84.9355","202212","26","40,000","10","2015","효우로 332-11","20230110","중개거래","광주 남구"
"광주광역시 남구 행암동","597","0597","0000","효천LH천년나무2단지","59.76","202201","17","28,000","8","2014","효우2로 20","","중개거래","광주 남구"
"광주광역시 남구 행암동","597","0597","0000","효천LH천년나무2단지","59.85","202201","21","29,900","9","2014","효우2로 20","","중개거래","광주 남구"
"광주광역시 남구 행암동","597","0597","0000","효천LH천년나무2단지","51.61","202201","26","22,500","16","2014","효우2로 20","","중개거래","광주 남구"
"광주광역시 남구 행암동","597","0597","0000","효천LH천년나무2단지","59.85","202202","22","18,000","11","2014","효우2로 20","","직거래","-"
"광주광역시 남구 행암동","597","0597","0000","효천LH천년나무2단지","59.72","202202","26","29,500","8","2014","효우2로 20","","중개거래","광주 남구"
"광주광역시 남구 행암동","597","0597","0000","효천LH천년나무2단지","51.61","202203","3","22,800","12","2014","효우2로 20","","중개거래","광주 남구"
"광주광역시 남구 행암동","597","0597","0000","효천LH천년나무2단지","59.85","202203","5","29,300","15","2014","효우2로 20","","중개거래","광주 남구"
"광주광역시 남구 행암동","597","0597","0000","효천LH천년나무2단지","59.76","202203","5","26,300","2","2014","효우2로 20","","중개거래","광주 남구"
"광주광역시 남구 행암동","597","0597","0000","효천LH천년나무2단지","59.85","202204","9","28,300","4","2014","효우2로 20","","중개거래","광주 남구"
"광주광역시 남구 행암동","597","0597","0000","효천LH천년나무2단지","59.76","202204","16","28,700","7","2014","효우2로 20","","중개거래","광주 남구"
"광주광역시 남구 행암동","597","0597","0000","효천LH천년나무2단지","51.61","202205","21","21,500","17","2014","효우2로 20","","중개거래","광주 남구"
"광주광역시 남구 행암동","597","0597","0000","효천LH천년나무2단지","59.72","202205","26","26,500","3","2014","효우2로 20","","중개거래","광주 남구"
"광주광역시 남구 행암동","597","0597","0000","효천LH천년나무2단지","59.72","202206","1","28,900","15","2014","효우2로 20","","중개거래","광주 남구"
"광주광역시 남구 행암동","597","0597","0000","효천LH천년나무2단지","59.72","202206","3","29,500","18","2014","효우2로 20","","중개거래","광주 남구"
"광주광역시 남구 행암동","597","0597","0000","효천LH천년나무2단지","51.61","202207","2","22,000","13","2014","효우2로 20","","중개거래","광주 남구"
"광주광역시 남구 행암동","597","0597","0000","효천LH천년나무2단지","51.61","202207","22","21,200","3","2014","효우2로 20","","중개거래","광주 북구"
"광주광역시 남구 행암동","597","0597","0000","효천LH천년나무2단지","59.76","202209","4","27,900","14","2014","효우2로 20","","중개거래","광주 남구, 광주 북구"
"광주광역시 남구 행암동","597","0597","0000","효천LH천년나무2단지","59.85","202209","26","28,000","14","2014","효우2로 20","","중개거래","광주 남구"
"광주광역시 남구 행암동","604","0604","0000","효천남해오네뜨1단지","74.97","202204","5","37,300","18","2014","효우2로 21","","중개거래","광주 남구"
"광주광역시 남구 행암동","604","0604","0000","효천남해오네뜨1단지","74.97","202206","11","32,500","3","2014","효우2로 21","","중개거래","광주 남구"
"광주광역시 남구 행암동","604","0604","0000","효천남해오네뜨1단지","74.97","202209","30","32,000","13","2014","효우2로 21","","직거래","-"
"광주광역시 남구 행암동","598","0598","0000","효천남해오네뜨2단지","84.98","202202","18","38,500","3","2014","효우2로 45","","중개거래","광주 남구"
"광주광역시 남구 행암동","598","0598","0000","효천남해오네뜨2단지","74.97","202204","29","36,000","1","2014","효우2로 45","","중개거래","광주 남구"
"광주광역시 남구 행암동","598","0598","0000","효천남해오네뜨2단지","84.98","202205","22","37,000","2","2014","효우2로 45","","직거래","-"
"광주광역시 남구 행암동","598","0598","0000","효천남해오네뜨2단지","84.82","202207","14","38,500","4","2014","효우2로 45","","중개거래","광주 남구"
"광주광역시 남구 행암동","598","0598","0000","효천남해오네뜨2단지","84.82","202211","7","35,000","17","2014","효우2로 45","","중개거래","광주 남구"
"광주광역시 남구 행암동","598","0598","0000","효천남해오네뜨2단지","84.82","202211","12","34,700","12","2014","효우2로 45","","중개거래","광주 남구"
"광주광역시 남구 행암동","539","0539","0000","효천엘에이치천년나무6단지아파트","59.67","202204","2","30,800","17","2016","효우2로 90","","중개거래","광주 남구"
"광주광역시 남구 행암동","539","0539","0000","효천엘에이치천년나무6단지아파트","59.95","202204","10","30,600","16","2016","효우2로 90","","중개거래","광주 남구"
"광주광역시 남구 행암동","539","0539","0000","효천엘에이치천년나무6단지아파트","59.89","202207","1","30,000","6","2016","효우2로 90","","중개거래","광주 남구"
"광주광역시 동구 계림동","175-7","0175","0007","SG빌리지","28.7125","202205","3","9,250","9","2018","중앙로 313","","직거래","-"
"광주광역시 동구 계림동","175-7","0175","0007","SG빌리지","28.7425","202205","3","9,250","10","2018","중앙로 313","","직거래","-"
"광주광역시 동구 계림동","100-11","0100","0011","계림동금호2","84.78","202204","2","33,200","14","1998","중앙로 358","","중개거래","광주 동구"
"광주광역시 동구 계림동","100-11","0100","0011","계림동금호2","59.703","202206","14","20,700","22","1998","중앙로 358","","중개거래","광주 동구"
"광주광역시 동구 계림동","100-11","0100","0011","계림동금호2","59.703","202208","30","20,400","5","1998","중앙로 358","","중개거래","광주 동구"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","75.9867","202201","3","62,500","7","2020","경양로 234","","중개거래","광주 동구"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","119.936","202203","23","92,000","19","2020","경양로 234","","중개거래","광주 동구"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","106.9938","202204","12","93,600","18","2020","경양로 234","","중개거래","광주 동구, 광주 북구"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","15,200","19","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","15,200","19","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","15,200","19","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","15,200","14","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","15,400","14","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","15,400","19","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","15,400","19","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","15,400","19","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","15,000","11","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","15,000","11","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","15,000","11","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","15,200","11","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","15,400","24","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","15,400","24","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","15,400","24","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","15,400","24","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","14,100","3","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","14,100","3","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","14,100","3","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","15,200","16","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","15,200","16","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","15,200","16","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","15,400","16","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","15,400","16","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","14,600","8","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","14,700","8","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","14,700","8","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","14,700","8","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","15,400","17","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","15,400","17","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","15,400","17","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","15,200","23","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","15,200","23","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","15,400","23","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","15,400","23","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","15,400","23","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","15,400","23","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","15,200","24","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","15,200","24","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","15,200","24","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","15,200","12","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","15,200","12","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","15,000","13","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","15,000","13","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","15,200","13","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","15,200","13","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","15,200","13","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","15,400","13","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","14,100","3","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","13,700","3","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","13,700","3","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","14,000","3","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","14,000","3","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","14,000","3","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","14,900","9","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","15,000","14","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","15,000","14","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","15,200","14","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","14,600","5","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","15,200","14","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","15,000","19","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","15,000","19","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","15,400","19","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","15,000","20","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","15,000","20","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","15,200","20","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","15,200","20","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","15,200","20","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","15,400","20","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","14,900","9","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","14,900","9","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","15,400","16","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","15,400","16","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","15,000","17","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","15,000","22","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","15,000","22","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","15,200","22","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","14,600","7","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","14,600","7","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","14,700","7","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","14,700","7","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","14,700","7","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","14,900","7","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","15,200","11","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","15,200","11","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","15,200","11","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","14,900","12","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","14,900","12","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","15,000","12","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","15,000","12","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","15,000","12","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","15,200","12","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","15,200","12","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","15,200","22","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","15,200","22","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","15,400","22","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","14,900","7","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","14,900","7","2020","경양로 234","","직거래","-"
"광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","39.8652","202204","21","14,900","7","2020","경양로 234","","직거래","-"
